Project,Date,Chinook Run,Chin,JChin,Stlhd,WStlhd,Sock,Coho,JCoho,Shad,LmpryDay,LmpryNight,LmpryCombined,BTrout,Chum,Pink,TempC
Lower Granite,2014-06-26,Su,418,215,16,10,5,,,6,,,,,,,16.3
Lower Granite,2014-06-27,Su,245,125,19,7,8,,,2,,,,,,,16.5
Lower Granite,2014-06-28,Su,150,122,23,7,5,,,4,,,,,,,16.4
Lower Granite,2014-06-29,Su,407,216,24,12,14,,,10,,1,1,,,,16.2
Lower Granite,2014-06-30,Su,194,134,17,4,28,,,2,,,,,,,15.4
Lower Granite,2014-07-01,Su,389,217,28,4,34,,,2,,,,,,,14.9
Lower Granite,2014-07-02,Su,413,206,35,13,44,,,2,,,,,,,15.1
Lower Granite,2014-07-03,Su,466,226,42,24,76,,,10,,,,,,,15.5
Lower Granite,2014-07-04,Su,370,229,53,23,49,,,17,,,,,,,16.3
Lower Granite,2014-07-05,Su,386,227,44,19,58,,,8,,,,,,,17.1
Lower Granite,2014-07-06,Su,395,229,57,25,98,,,18,,,,,,,17.7
Lower Granite,2014-07-07,Su,275,162,81,46,71,,,16,,,,,,,17.9
Lower Granite,2014-07-08,Su,366,143,72,36,85,,,5,,,,,,,18.3
Lower Granite,2014-07-09,Su,446,235,78,37,74,,,6,,2,2,,,,18.6
Lower Granite,2014-07-10,Su,473,206,76,40,80,,,19,,1,1,,,,18.6
Lower Granite,2014-07-11,Su,469,248,57,29,76,,,12,,1,1,,,,18.8
Lower Granite,2014-07-12,Su,512,342,122,66,108,,,7,2,2,4,,,,18.8
Lower Granite,2014-07-13,Su,187,133,63,38,101,,,4,,4,4,,,,18.7
Lower Granite,2014-07-14,Su,122,114,59,31,100,,,24,,6,6,,,,18.7
Lower Granite,2014-07-15,Su,188,121,51,23,115,,,29,1,5,6,,,,18.7
Lower Granite,2014-07-16,Su,246,202,80,40,80,,,2,,5,5,,,,18.8
Lower Granite,2014-07-17,Su,344,162,114,71,150,,,31,1,8,9,,,,19
Lower Granite,2014-07-18,Su,310,151,179,103,130,,,2,2,6,8,,,,19.1
Lower Granite,2014-07-19,Su,246,144,217,126,154,,,1,1,11,12,,,,19.5
Lower Granite,2014-07-20,Su,215,133,268,146,144,,,29,,9,9,,,,19.6
Lower Granite,2014-07-21,Su,149,92,354,211,145,,,42,1,11,12,,,,19.2
Lower Granite,2014-07-22,Su,140,70,192,119,94,,,26,1,3,4,,,,19.1
Lower Granite,2014-07-23,Su,56,42,176,92,59,,,6,1,15,16,,,,19.2
Lower Granite,2014-07-24,Su,148,62,291,166,74,,,40,,12,12,,,,19.1
Lower Granite,2014-07-25,Su,187,62,285,164,60,,,40,2,4,6,,,,19.1
Lower Granite,2014-07-26,Su,119,44,302,180,68,,,20,,4,4,,,,19.3
Lower Granite,2014-07-27,Su,54,40,283,169,58,,,18,1,6,7,,,,19.6
Lower Granite,2014-07-28,Su,38,30,239,143,44,,,70,2,14,16,,,,19.5
Lower Granite,2014-07-29,Su,100,23,255,131,25,,,70,,7,7,,,,18.9
Lower Granite,2014-07-30,Su,43,23,244,130,30,,,42,,6,6,,,,18.8
Lower Granite,2014-07-31,Su,20,4,114,62,19,,,26,2,7,9,,,,18.8
Lower Granite,2014-08-01,Su,6,13,97,55,16,,,32,2,7,9,,,,19
Lower Granite,2014-08-02,Su,43,2,99,49,8,,,6,,6,6,,,,19.1
Lower Granite,2014-08-03,Su,23,14,112,59,12,,,6,,4,4,,,,19.1
Lower Granite,2014-08-04,Su,53,17,133,73,11,,,52,,11,11,,,,19.2
Lower Granite,2014-08-05,Su,2,23,47,17,8,,,48,5,14,19,,,,19.5
Lower Granite,2014-08-06,Su,38,23,76,40,13,,,42,1,11,12,,,,19.1
Lower Granite,2014-08-07,Su,49,29,91,50,16,,,25,,3,3,,,,19.1
Lower Granite,2014-08-08,Su,74,20,217,114,7,,,38,,9,9,,,,19.1
Lower Granite,2014-08-09,Su,53,8,256,146,11,,,37,1,16,17,,,,19.4
Lower Granite,2014-08-10,Su,36,5,220,120,4,,,61,,9,9,,,,19.7
Lower Granite,2014-08-11,Su,23,4,128,64,4,,,78,4,12,16,,,,19.5
Lower Granite,2014-08-12,Su,52,18,146,84,5,,,24,1,19,20,,,,19.2
Lower Granite,2014-08-13,Su,46,5,127,61,13,,,22,2,9,11,,,,18.8
Lower Granite,2014-08-14,Su,36,10,118,62,5,,,10,4,18,22,,,,18.5
Lower Granite,2014-08-15,Su,23,1,63,34,10,,,22,1,11,12,,,,18.8
Lower Granite,2014-08-16,Su,47,8,201,134,4,,,17,1,13,14,,,,19
Lower Granite,2014-08-17,Su,31,14,153,94,1,,,6,,15,15,,,,18.8
Lower Granite,2014-08-18,Fa,72,13,199,119,4,,,1,4,17,21,,,,19.1
Lower Granite,2014-08-19,Fa,61,20,229,134,1,,,1,1,15,16,,,,19.8
Lower Granite,2014-08-20,Fa,138,16,211,116,1,,,2,2,22,24,,,,19.3
Lower Granite,2014-08-21,Fa,154,17,292,154,2,,,,7,22,29,,,,19.8
Lower Granite,2014-08-22,Fa,191,34,276,142,5,,,1,1,20,21,,,,20.2
Lower Granite,2014-08-23,Fa,108,16,251,113,1,,,1,1,15,16,,,,20.3
Lower Granite,2014-08-24,Fa,62,12,142,66,,,,1,4,18,22,,,,20.9
Lower Granite,2014-08-25,Fa,139,20,183,79,2,,,-1,,23,23,,,,20.5
Lower Granite,2014-08-26,Fa,72,14,174,90,2,,,,4,13,17,,,,20
Lower Granite,2014-08-27,Fa,54,,173,79,1,,,,2,21,23,,,,20.1
Lower Granite,2014-08-28,Fa,113,12,177,73,,,,,1,18,19,,,,19.5
Lower Granite,2014-08-29,Fa,110,24,220,104,1,,,,1,12,13,,,,19.4
Lower Granite,2014-08-30,Fa,323,49,349,158,4,,,,,8,8,,,,18.7
Lower Granite,2014-08-31,Fa,288,36,288,133,1,,,,,12,12,,,,18.9
Lower Granite,2014-09-01,Fa,481,64,732,341,2,,,,6,10,16,,,,19.2
Lower Granite,2014-09-02,Fa,388,35,360,157,1,,,,,9,9,,,,19.5
Lower Granite,2014-09-03,Fa,475,74,507,239,1,,,,1,4,5,,,,19.4
Lower Granite,2014-09-04,Fa,320,43,381,176,6,,,,,7,7,,,,19.3
Lower Granite,2014-09-05,Fa,328,37,292,120,,,,,,1,1,,,,19.3
Lower Granite,2014-09-06,Fa,545,84,365,157,,1,,,1,3,4,,,,19.2
Lower Granite,2014-09-07,Fa,656,98,322,114,1,,,,,3,3,,,,19.1
Lower Granite,2014-09-08,Fa,818,127,371,139,,,,,,3,3,,,,18.8
Lower Granite,2014-09-09,Fa,1780,268,860,374,5,5,,,1,2,3,,,,18.3
Lower Granite,2014-09-10,Fa,1534,191,1120,430,1,1,1,,,4,4,,,,17.9
Lower Granite,2014-09-11,Fa,1201,221,937,367,1,2,,,-1,2,1,,,,18
Lower Granite,2014-09-12,Fa,1403,229,784,258,1,2,,,,,,,,,18.6
Lower Granite,2014-09-13,Fa,2746,430,1370,478,1,7,,,1,2,3,,,,18.1
Lower Granite,2014-09-14,Fa,2920,552,2176,749,1,16,1,,1,4,5,,,,17.7
Lower Granite,2014-09-15,Fa,1558,241,1311,457,1,16,,,,,,,,,17.6
Lower Granite,2014-09-16,Fa,1882,262,1605,527,1,40,4,,,3,3,,,,17.3
Lower Granite,2014-09-17,Fa,2040,362,1661,497,,46,1,,,2,2,,,,17
Lower Granite,2014-09-18,Fa,1940,490,1612,462,,60,6,,,1,1,,,,16.9
Lower Granite,2014-09-19,Fa,4956,1127,3923,1283,,110,5,,,-1,-1,,,,16.7
Lower Granite,2014-09-20,Fa,2052,570,3689,1144,,127,4,,,1,1,,,,17.2
Lower Granite,2014-09-21,Fa,1825,593,2908,878,4,96,2,,,,,,,,17.6
Lower Granite,2014-09-22,Fa,1673,653,2294,718,,149,7,,,,,,,,18
Lower Granite,2014-09-23,Fa,1642,814,3438,1026,1,235,13,,,1,1,,,,18.4
Lower Granite,2014-09-24,Fa,132,103,728,205,,14,1,,1,2,3,,,,18.4
Lower Granite,2014-09-25,Fa,4345,1612,8503,2486,,978,23,,,2,2,,,,18.4
Lower Granite,2014-09-26,Fa,1430,623,3960,1075,,547,5,,,,,,,,
Lower Granite,2014-09-27,Fa,2053,654,4563,1327,,690,4,,,,,,,,
Lower Granite,2014-09-28,Fa,1906,598,4151,1218,1,552,5,,,,,,,,
Lower Granite,2014-09-29,Fa,1780,695,3812,1132,1,636,6,,1,1,2,,,,
Lower Granite,2014-09-30,Fa,1709,827,7760,2203,,942,22,,1,2,3,,,,
Lower Granite,2014-10-01,Fa,1102,493,6402,1816,1,990,25,,,,,,,,
Lower Granite,2014-10-02,Fa,1710,676,5413,1556,,1382,26,,,,,,,,
Lower Granite,2014-10-03,Fa,990,608,4472,1220,,1354,23,,,,,,,,
Lower Granite,2014-10-04,Fa,648,389,4215,1160,4,1272,25,,1,,1,,,,
Lower Granite,2014-10-05,Fa,587,388,3261,866,,683,28,,,,,,,,
Lower Granite,2014-10-06,Fa,638,492,3042,818,,608,14,,,,,,,,
Lower Granite,2014-10-07,Fa,230,281,2955,781,1,415,31,,,,,,,,
Lower Granite,2014-10-08,Fa,205,342,2817,716,,512,36,,,,,,,,
Lower Granite,2014-10-09,Fa,209,250,2340,584,,368,,,,,,,,,
Lower Granite,2014-10-10,Fa,316,226,2424,620,,382,6,,,,,,,,
Lower Granite,2014-10-11,Fa,307,292,2921,767,,388,19,,,,,,,,
Lower Granite,2014-10-12,Fa,277,232,3456,881,,521,34,,,,,,,,
Lower Granite,2014-10-13,Fa,245,142,2364,592,,365,11,,,,,,,,
Lower Granite,2014-10-14,Fa,247,215,1425,340,1,328,7,,,,,,,,
Lower Granite,2014-10-15,Fa,174,107,1350,305,1,251,13,,,,,,,,
Lower Granite,2014-10-16,Fa,217,156,2008,551,,412,7,,,,,,,,
Lower Granite,2014-10-17,Fa,220,146,2180,556,,266,10,,,,,,,,
Lower Granite,2014-10-18,Fa,154,109,1854,526,,196,2,,,,,,,,
Lower Granite,2014-10-19,Fa,146,79,1543,398,,152,5,,,,,,,,
Lower Granite,2014-10-20,Fa,94,73,1087,276,,179,2,,,,,,,,
Lower Granite,2014-10-21,Fa,72,74,1252,348,1,139,1,,,,,,,,
Lower Granite,2014-10-22,Fa,49,42,1109,298,,126,7,,,,,,,,
Lower Granite,2014-10-23,Fa,52,37,619,164,,83,5,,,,,,,,
Lower Granite,2014-10-24,Fa,46,44,660,176,,82,5,,,,,,,,
Lower Granite,2014-10-25,Fa,74,59,820,222,,90,2,,,,,,,,
Lower Granite,2014-10-26,Fa,42,65,1073,329,,125,5,,,,,,,,
Lower Granite,2014-10-27,Fa,68,56,994,320,,101,13,,,,,,,,
Lower Granite,2014-10-28,Fa,55,64,607,199,,70,7,,,,,,,,
Lower Granite,2014-10-29,Fa,64,43,732,247,,91,7,,,,,,,,
Lower Granite,2014-10-30,Fa,56,66,655,221,,64,2,,,,,,,,
Lower Granite,2014-10-31,Fa,56,44,585,164,,66,4,,,,,,,,
Lower Granite,2014-11-01,Fa,43,53,521,172,,79,14,,,,,,,,
Lower Granite,2014-11-02,Fa,31,29,962,302,,103,13,,,,,,,,
Lower Granite,2014-11-03,Fa,36,48,592,193,,89,10,,,,,,,,
Lower Granite,2014-11-04,Fa,35,48,562,184,,60,4,,,,,,,,
Lower Granite,2014-11-05,Fa,73,78,922,315,,70,4,,,,,,,,
Lower Granite,2014-11-06,Fa,57,49,668,197,,80,3,,,,,,,,
Lower Granite,2014-11-07,Fa,51,34,968,334,,36,1,,,,,,,,
Lower Granite,2014-11-08,Fa,41,24,635,232,,20,,,,,,,,,
Lower Granite,2014-11-09,Fa,26,28,397,147,,38,1,,,,,,,,
Lower Granite,2014-11-10,Fa,15,26,490,192,,25,1,,,,,,,,
Lower Granite,2014-11-11,Fa,15,8,598,227,,37,3,,,,,,,,
Lower Granite,2014-11-12,Fa,32,22,423,156,,17,1,,,,,,,,
Lower Granite,2014-11-13,Fa,26,27,482,183,,20,1,,,,,,,,
Lower Granite,2014-11-14,Fa,16,9,223,80,,8,,,,,,,,,
Lower Granite,2014-11-15,Fa,25,14,267,91,,14,,,,,,,,,
Lower Granite,2014-11-16,Fa,26,11,257,97,,10,,,,,,,,,
Lower Granite,2014-11-17,Fa,14,5,124,44,,13,2,,,,,,,,
Lower Granite,2014-11-18,Fa,11,13,103,43,,10,1,,,,,,,,
Lower Granite,2014-11-19,Fa,3,4,35,14,,2,,,,,,,,,
Lower Granite,2014-11-20,Fa,97,4,54,18,,3,,,,,,,,,
Lower Granite,2014-11-21,Fa,131,5,76,20,,2,,,,,,,,,
Lower Granite,2014-11-22,Fa,56,6,108,46,,4,1,,,,,,,,
Lower Granite,2014-11-23,Fa,49,8,143,50,,4,,,,,,,,,
Lower Granite,2014-11-24,Fa,1,1,43,12,,1,,,,,,,,,
Lower Granite,2014-11-25,Fa,4,1,39,18,,3,,,,,,,,,
Lower Granite,2014-11-26,Fa,2,-1,65,16,,2,,,,,,,,,
Lower Granite,2014-11-27,Fa,4,,95,32,,5,,,,,,,,,
Lower Granite,2014-11-28,Fa,3,,169,63,,,,,,,,,,,
Lower Granite,2014-11-29,Fa,6,1,85,20,,1,,,,,,,,,
Lower Granite,2014-11-30,Fa,1,1,31,9,,,,,,,,,,,
Lower Granite,2014-12-01,Fa,,,26,7,,,,,,,,,,,
Lower Granite,2014-12-02,Fa,1,1,36,9,,2,,,,,,,,,
Lower Granite,2014-12-03,Fa,1,,50,16,,,,,,,,,,,
Lower Granite,2014-12-04,Fa,1,,77,15,,,,,,,,,,,
Lower Granite,2014-12-05,Fa,,,57,14,,1,,,,,,,,,
Lower Granite,2014-12-06,Fa,,,72,28,,1,,,,,,,,,
Lower Granite,2014-12-07,Fa,,,121,45,,,1,,,,,,,,
Lower Granite,2014-12-08,Fa,,,53,25,,,,,,,,,,,
Lower Granite,2014-12-09,Fa,,,43,12,,,,,,,,,,,
Lower Granite,2014-12-10,Fa,,,60,19,,,,,,,,,,,
Lower Granite,2014-12-11,Fa,,,72,26,,1,,,,,,,,,
Lower Granite,2014-12-12,Fa,,,89,29,,1,,,,,,,,,
Lower Granite,2014-12-13,Fa,,,161,56,,,,,,,,,,,
Lower Granite,2014-12-14,Fa,,,195,68,,,,,,,,,,,
Lower Granite,2014-12-15,Fa,,,110,32,,,,,,,,,,,
Lower Granite,2014-12-16,,1,,118,41,,,,,,,,,,,
Lower Granite,2014-12-17,,,,79,31,,,,,,,,,,,
Lower Granite,2014-12-18,,,,76,22,,,,,,,,,,,
Lower Granite,2014-12-19,,,,93,31,,,,,,,,,,,
Lower Granite,2014-12-20,,,,55,17,,1,,,,,,,,,
Lower Granite,2014-12-21,,,,135,47,,,,,,,,,,,
Lower Granite,2014-12-22,,,,117,45,,1,,,,,,,,,
Lower Granite,2014-12-23,,,,106,48,,,,,,,,,,,
Lower Granite,2014-12-24,,,,99,43,,,,,,,,,,,
Lower Granite,2014-12-25,,,,104,46,,,,,,,,,,,
Lower Granite,2014-12-26,,,,239,66,,1,,,,,,,,,
Lower Granite,2014-12-27,,,,183,27,,,,,,,,,,,
Lower Granite,2014-12-28,,,,224,68,,,,,,,,,,,
Lower Granite,2014-12-29,,,,74,36,,,,,,,,,,,
Lower Granite,2014-12-30,,,,78,27,,,,,,,,,,,
Lower Granite,2014-12-31,,,,70,32,,,,,,,,,,,
Notes:
Columbia River DART
2014 Adult Passage Daily Counts at Lower Granite
2014-01-01 to 2014-12-31
Generated 24 Aug 2026 09:12:30 PDT. DART Adult Passage Daily Counts www.cbr.washington.edu/dart/query/adult_daily.
Data Courtesy of U.S. Army Corps of Engineers.
USACE Data Disclaimer: These data are furnished with the understanding that the U.S. Army Corps of Engineers makes no warranties concerning the accuracy; reliability; or suitability of this data for any particular purpose.
USACE Dams Video and Live Counting: From November through March; video tape fish counting occurs at US Army Corps of Engineers dams with fish ladders on the Columbia and Snake Rivers. Fish counting by video tape takes at least a few days to process: the fish counters have to make; collect; and read the tapes; and then submit their fish counts. DART retrieves and posts the data as soon as it is made available. On April 1; live fish counting resumes at all 8 Columbia River and Snake River Corps dams with fish ladders: from April through October each year for 16 hours each day; fish counters working at each fish ladder look directly into the fish ladders to count the fish passing by.
Temperature (TempC) is reported in degrees Celsius. Source of temperature  data varies by project. At most projects; it is scrollcase or water quality temperature data. At Wells; it is the Fishway Attraction Flow temperature which is pumped from tailrace.
Steelhead Counts: The Steelhead parameter includes both hatchery and wild counts. Prior to 1995 wild steelhead data was not published on a daily basis. The Steelhead-Wild parameter is a subset of the total steelhead and may include unmarked hatchery fish.
Chinook Run Dates: Chinook runs (referring to the season when adults migrate upstream) are based on run schedules by project as reported by the U.S. Army Corps of Engineers; Yakima Klickitat Fisheries Project and Oregon Department of Fish and Wildlife.
Lamprey Counts: Historically; DART has only offered daytime counts (fish counting hours 1-16) which were identified as Lamprey but not specified as daytime counts. As of 2025-11-14; where available; DART offers up to three mutually exclusive lamprey counts: daytime fishway ladder counts (hours 1-16); nighttime fishway ladder counts (hours 17-24); and LPS (24 hour count in Lamprey Passage Systems).
'Lamprey are particularly difficult to count in conventional fishways designed to pass and enumerate Pacific Salmon (Oncorhynchus spp.). Lamprey move back and forth in the count station window; spending long periods of time in one place and are more likely to pass at night than salmonids. Further; lamprey use a variety of routes to pass over a dam including the navigation locks; the auxiliary water supply; and specific lamprey passage structures. Due to these life history traits; a variety of passage design improvements (e.g.; lamprey-specific passage structures; Washington Shore ladder redesign; Bradford Island lamprey orifices; serpentine weir rest boxes) and enumeration techniques (e.g.; lamprey optical counters) have and continue to be developed and implemented to improve lamprey passage and enumeration at dams operated and maintained by the U.S. Army Corps of Engineers. In light of the constraints to lamprey passage and enumeration due to their life history; and recognizing the changes that have occurred in the last two decades to improve both measures; it is perhaps most accurate to view the lamprey counts from 2015 as an approximation of passage for the species.' (R. Wertheimer; USACE; personal communication; January 30; 2026)
"DART Data Citation. Columbia River DART, Columbia Basin Research, University of Washington. (2026). Adult Passage Daily Counts. Available from https://www.cbr.washington.edu/dart/query/adult_daily."
