Project,Date,Chinook Run,Chin,JChin,Stlhd,WStlhd,Sock,Coho,JCoho,Shad,LmpryDay,LmpryNight,LmpryCombined,BTrout,Chum,Pink,TempC
Lower Granite,2012-07-18,Su,97,35,42,22,24,,,668,,1,1,,,,19
Lower Granite,2012-07-19,Su,128,26,27,13,22,,,518,,,,,,,18.7
Lower Granite,2012-07-20,Su,100,25,45,25,12,,,362,,2,2,,,,18.8
Lower Granite,2012-07-21,Su,161,26,51,23,19,,,466,,2,2,,,,19.2
Lower Granite,2012-07-22,Su,172,41,59,37,17,,,365,,,,,,,19.8
Lower Granite,2012-07-23,Su,133,34,68,30,16,,,209,,,,,,,20
Lower Granite,2012-07-24,Su,124,19,82,42,14,,,133,,,,,,,19.9
Lower Granite,2012-07-25,Su,73,12,60,26,5,,,73,,,,,,,19.7
Lower Granite,2012-07-26,Su,55,12,63,34,11,,,151,,2,2,,,,19.4
Lower Granite,2012-07-27,Su,134,13,101,58,8,,,266,-1,4,3,,,,19.1
Lower Granite,2012-07-28,Su,82,17,44,20,5,,,142,1,4,5,,,,18.7
Lower Granite,2012-07-29,Su,73,16,37,14,11,,,88,,6,6,,,,19
Lower Granite,2012-07-30,Su,38,11,28,5,1,,,108,1,4,5,,,,19.1
Lower Granite,2012-07-31,Su,53,2,42,20,10,,,61,,5,5,,,,19.1
Lower Granite,2012-08-01,Su,38,4,27,13,4,,,64,4,2,6,,,,19.2
Lower Granite,2012-08-02,Su,32,6,37,17,1,,,42,,5,5,,,,19.1
Lower Granite,2012-08-03,Su,41,6,21,11,6,,,24,1,5,6,,,,18.9
Lower Granite,2012-08-04,Su,24,1,20,10,,,,30,,4,4,,,,18.9
Lower Granite,2012-08-05,Su,44,1,45,28,2,,,22,2,4,6,,,,19.2
Lower Granite,2012-08-06,Su,44,5,20,14,1,,,18,,8,8,,,,19.3
Lower Granite,2012-08-07,Su,-2,1,10,6,2,,,19,1,1,2,,,,19.3
Lower Granite,2012-08-08,Su,46,6,34,20,,,,10,2,10,12,,,,19.1
Lower Granite,2012-08-09,Su,60,7,40,23,,,,20,2,4,6,,,,19
Lower Granite,2012-08-10,Su,94,13,92,48,,,,24,4,3,7,,,,19
Lower Granite,2012-08-11,Su,65,14,65,36,4,,,4,1,7,8,,,,18.5
Lower Granite,2012-08-12,Su,16,5,43,32,1,,,7,,11,11,,,,19
Lower Granite,2012-08-13,Su,28,5,48,20,,,,12,,6,6,,,,18.7
Lower Granite,2012-08-14,Su,24,5,26,18,1,,,2,1,6,7,,,,18.6
Lower Granite,2012-08-15,Su,73,8,66,37,5,,,5,2,7,9,,,,18.2
Lower Granite,2012-08-16,Su,67,19,91,50,,,,4,1,5,6,,,,18.1
Lower Granite,2012-08-17,Su,31,5,56,25,1,,,-1,1,5,6,,,,18.9
Lower Granite,2012-08-18,Fa,5,5,42,24,,,,1,1,4,5,,,,19.1
Lower Granite,2012-08-19,Fa,10,4,60,26,,,,,,,,,,,18.8
Lower Granite,2012-08-20,Fa,36,6,84,54,,,,,1,4,5,,,,18.5
Lower Granite,2012-08-21,Fa,70,20,105,59,,,,,4,6,10,,,,18.7
Lower Granite,2012-08-22,Fa,80,14,118,56,,,,,2,11,13,,,,18.9
Lower Granite,2012-08-23,Fa,48,13,104,43,,,,1,,13,13,,,,18.9
Lower Granite,2012-08-24,Fa,68,6,132,60,,,,-1,2,6,8,,,,18.9
Lower Granite,2012-08-25,Fa,55,2,124,50,1,,,,,3,3,,,,19.8
Lower Granite,2012-08-26,Fa,55,17,130,59,,,,,,3,3,,,,19.4
Lower Granite,2012-08-27,Fa,136,42,166,59,,,,1,1,8,9,,,,19
Lower Granite,2012-08-28,Fa,209,62,183,77,,,,,,4,4,,,,18.4
Lower Granite,2012-08-29,Fa,218,54,169,55,,,,,1,7,8,,,,18.2
Lower Granite,2012-08-30,Fa,102,24,101,35,2,,,-1,4,2,6,,,,18.6
Lower Granite,2012-08-31,Fa,112,44,115,38,1,,,1,2,4,6,,,,18.9
Lower Granite,2012-09-01,Fa,474,164,280,114,2,,,,2,9,11,,,,18.7
Lower Granite,2012-09-02,Fa,404,140,196,76,,,,,,6,6,,,,18.9
Lower Granite,2012-09-03,Fa,323,138,182,67,,,,,,1,1,,,,19.3
Lower Granite,2012-09-04,Fa,373,160,246,73,,,,,1,5,6,,,,19.1
Lower Granite,2012-09-05,Fa,386,164,319,110,,,,,,2,2,,,,18.9
Lower Granite,2012-09-06,Fa,677,232,427,138,1,,,,-1,5,4,,,,18.8
Lower Granite,2012-09-07,Fa,791,244,443,132,,1,,,,5,5,,,,18.6
Lower Granite,2012-09-08,Fa,995,252,465,127,,2,,,,1,1,,,,19.2
Lower Granite,2012-09-09,Fa,1277,362,600,198,,4,,,1,5,6,,,,19.1
Lower Granite,2012-09-10,Fa,1360,384,1866,607,,1,,,1,4,5,,,,18.8
Lower Granite,2012-09-11,Fa,1514,814,1386,426,,18,1,,,3,3,,,,18.7
Lower Granite,2012-09-12,Fa,1597,876,1676,511,1,12,,,,4,4,,,,18.8
Lower Granite,2012-09-13,Fa,707,422,1768,462,,16,,,,2,2,,,,18.8
Lower Granite,2012-09-14,Fa,937,533,1927,505,1,30,7,,,4,4,,,,18.8
Lower Granite,2012-09-15,Fa,1196,826,2104,578,1,46,18,,,,,,,,18.5
Lower Granite,2012-09-16,Fa,1224,841,2306,672,1,37,12,,,3,3,,,,18.3
Lower Granite,2012-09-17,Fa,1451,677,2252,654,1,20,4,,1,2,3,,,,18
Lower Granite,2012-09-18,Fa,1357,719,1935,506,1,16,1,,,,,,,,18.2
Lower Granite,2012-09-19,Fa,1157,602,1724,422,,17,,,,2,2,,,,18.6
Lower Granite,2012-09-20,Fa,1130,647,1969,498,,41,,,,2,2,,,,18.5
Lower Granite,2012-09-21,Fa,1294,502,1928,500,,46,,,,1,1,,,,18.5
Lower Granite,2012-09-22,Fa,966,558,1693,439,,23,1,,,2,2,,,,18.5
Lower Granite,2012-09-23,Fa,1116,846,1876,468,,30,7,,,2,2,,,,18.4
Lower Granite,2012-09-24,Fa,1304,904,1771,439,1,44,4,,,1,1,,,,18.4
Lower Granite,2012-09-25,Fa,824,788,1982,524,2,47,5,,,,,,,,18.5
Lower Granite,2012-09-26,Fa,1100,1127,2922,721,,72,11,,,,,,,,18.6
Lower Granite,2012-09-27,Fa,722,733,2546,619,,66,11,,,,,,,,18.6
Lower Granite,2012-09-28,Fa,762,856,2226,511,,100,2,,,2,2,,,,18.7
Lower Granite,2012-09-29,Fa,706,707,2366,538,1,116,6,,,,,,,,18.7
Lower Granite,2012-09-30,Fa,490,509,2668,683,,121,5,,1,,1,,,,18.6
Lower Granite,2012-10-01,Fa,533,425,1901,487,,98,5,,,,,,,,18.6
Lower Granite,2012-10-02,Fa,350,401,1935,475,,118,6,,,,,,,,18.6
Lower Granite,2012-10-03,Fa,498,614,3693,862,,185,10,,,,,,,,18.4
Lower Granite,2012-10-04,Fa,392,365,2475,611,,94,4,,1,,1,,,,
Lower Granite,2012-10-05,Fa,244,318,2870,682,,102,8,,,,,,,,
Lower Granite,2012-10-06,Fa,346,330,2315,532,,72,10,,-1,,-1,,,,
Lower Granite,2012-10-07,Fa,271,271,2276,540,,71,10,,,,,,,,
Lower Granite,2012-10-08,Fa,163,168,1528,365,,47,2,,,,,,,,
Lower Granite,2012-10-09,Fa,190,181,1273,337,,52,,,,,,,,,
Lower Granite,2012-10-10,Fa,127,108,1024,252,,31,2,,,,,,,,
Lower Granite,2012-10-11,Fa,136,179,1230,320,,24,2,,,,,,,,
Lower Granite,2012-10-12,Fa,88,120,759,182,,24,4,,,,,,,,
Lower Granite,2012-10-13,Fa,84,167,1499,384,,40,4,,,,,,,,
Lower Granite,2012-10-14,Fa,54,110,1420,356,,50,4,,,,,,,,
Lower Granite,2012-10-15,Fa,62,48,681,167,,26,,,,,,,,,
Lower Granite,2012-10-16,Fa,85,116,1410,388,,47,2,,,,,,,,
Lower Granite,2012-10-17,Fa,44,95,1617,454,,46,1,,,,,,,,
Lower Granite,2012-10-18,Fa,55,79,1340,331,,43,5,,,,,,,,
Lower Granite,2012-10-19,Fa,66,109,1048,246,,37,1,,,,,,,,
Lower Granite,2012-10-20,Fa,50,68,1271,337,,31,,,,,,,,,
Lower Granite,2012-10-21,Fa,35,49,1059,254,,18,1,,,,,,,,
Lower Granite,2012-10-22,Fa,44,92,871,212,,25,,,,,,,,,
Lower Granite,2012-10-23,Fa,24,31,626,166,,17,2,,,,,,,,
Lower Granite,2012-10-24,Fa,41,35,830,228,,16,2,,,,,,,,
Lower Granite,2012-10-25,Fa,32,41,354,104,,13,,,,,,,,,
Lower Granite,2012-10-26,Fa,34,31,543,136,,20,6,,,,,,,,
Lower Granite,2012-10-27,Fa,47,59,680,204,,8,1,,,,,,,,
Lower Granite,2012-10-28,Fa,35,32,542,132,,13,,,,,,,,,
Lower Granite,2012-10-29,Fa,38,56,670,191,,11,1,,,,,,,,
Lower Granite,2012-10-30,Fa,40,36,727,174,,13,4,,,,,,,,
Lower Granite,2012-10-31,Fa,34,40,517,150,,10,,,,,,,,,
Lower Granite,2012-11-01,Fa,54,13,703,205,,16,,,,,,,,,
Lower Granite,2012-11-02,Fa,32,12,515,135,,14,1,,,,,,,,
Lower Granite,2012-11-03,Fa,47,17,424,121,,8,,,,,,,,,
Lower Granite,2012-11-04,Fa,27,9,746,221,,13,,,,,,,,,
Lower Granite,2012-11-05,Fa,29,12,457,110,,7,1,,,,,,,,
Lower Granite,2012-11-06,Fa,38,8,525,153,,9,3,,,,,,,,
Lower Granite,2012-11-07,Fa,24,11,414,104,,4,,,,,,,,,
Lower Granite,2012-11-08,Fa,30,3,397,103,,8,,,,,,,,,
Lower Granite,2012-11-09,Fa,38,13,502,159,,12,1,,,,,,,,
Lower Granite,2012-11-10,Fa,19,5,292,85,,2,2,,,,,,,,
Lower Granite,2012-11-11,Fa,15,10,348,112,,1,,,,,,,,,
Lower Granite,2012-11-12,Fa,21,23,483,146,,2,1,,,,,,,,
Lower Granite,2012-11-13,Fa,18,2,507,136,,2,,,,,,,,,
Lower Granite,2012-11-14,Fa,22,4,265,69,,2,,,,,,,,,
Lower Granite,2012-11-15,Fa,10,1,223,51,,2,1,,,,,,,,
Lower Granite,2012-11-16,Fa,8,2,143,36,,2,,,,,,,,,
Lower Granite,2012-11-17,Fa,7,13,156,54,,,,,,,,,,,
Lower Granite,2012-11-18,Fa,6,4,247,71,,,,,,,,,,,
Lower Granite,2012-11-19,Fa,9,8,272,88,,,,,,,,,,,
Lower Granite,2012-11-20,Fa,5,,198,66,,,,,,,,,,,
Lower Granite,2012-11-21,Fa,32,,77,28,,,,,,,,,,,
Lower Granite,2012-11-22,Fa,84,1,196,60,,,,,,,,,,,
Lower Granite,2012-11-23,Fa,30,1,249,90,,,,,,,,,,,
Lower Granite,2012-11-24,Fa,3,,122,29,,,,,,,,,,,
Lower Granite,2012-11-25,Fa,,,133,30,,,,,,,,,,,
Lower Granite,2012-11-26,Fa,,1,83,23,,,,,,,,,,,
Lower Granite,2012-11-27,Fa,5,,60,9,,,,,,,,,,,
Lower Granite,2012-11-28,Fa,1,,49,13,,,,,,,,,,,
Lower Granite,2012-11-29,Fa,3,,83,23,,,,,,,,,,,
Lower Granite,2012-11-30,Fa,3,,58,20,,,,,,,,,,,
Lower Granite,2012-12-01,Fa,2,1,55,21,,,,,,,,,,,
Lower Granite,2012-12-02,Fa,1,1,151,49,,,,,,,,,,,
Lower Granite,2012-12-03,Fa,1,1,160,53,,,,,,,,,,,
Lower Granite,2012-12-04,Fa,1,,170,60,,,,,,,,,,,
Lower Granite,2012-12-05,Fa,,,90,19,,,,,,,,,,,
Lower Granite,2012-12-06,Fa,1,,112,36,,1,,,,,,,,,
Lower Granite,2012-12-07,Fa,,,256,87,,,,,,,,,,,
Lower Granite,2012-12-08,Fa,,,306,103,,,,,,,,,,,
Lower Granite,2012-12-09,Fa,,,210,58,,,,,,,,,,,
Lower Granite,2012-12-10,Fa,1,,180,56,,,,,,,,,,,
Lower Granite,2012-12-11,Fa,,,104,35,,,,,,,,,,,
Lower Granite,2012-12-12,Fa,1,,101,32,,,,,,,,,,,
Lower Granite,2012-12-13,Fa,,,54,17,,,,,,,,,,,
Lower Granite,2012-12-14,Fa,,,77,24,,,,,,,,,,,
Lower Granite,2012-12-15,Fa,,,78,31,,,,,,,,,,,
Notes:
Columbia River DART
2012 Adult Passage Daily Counts at Lower Granite
2012-01-01 to 2012-12-31
Generated 24 Aug 2026 09:12:29 PDT. DART Adult Passage Daily Counts www.cbr.washington.edu/dart/query/adult_daily.
Data Courtesy of U.S. Army Corps of Engineers.
USACE Data Disclaimer: These data are furnished with the understanding that the U.S. Army Corps of Engineers makes no warranties concerning the accuracy; reliability; or suitability of this data for any particular purpose.
USACE Dams Video and Live Counting: From November through March; video tape fish counting occurs at US Army Corps of Engineers dams with fish ladders on the Columbia and Snake Rivers. Fish counting by video tape takes at least a few days to process: the fish counters have to make; collect; and read the tapes; and then submit their fish counts. DART retrieves and posts the data as soon as it is made available. On April 1; live fish counting resumes at all 8 Columbia River and Snake River Corps dams with fish ladders: from April through October each year for 16 hours each day; fish counters working at each fish ladder look directly into the fish ladders to count the fish passing by.
Temperature (TempC) is reported in degrees Celsius. Source of temperature  data varies by project. At most projects; it is scrollcase or water quality temperature data. At Wells; it is the Fishway Attraction Flow temperature which is pumped from tailrace.
Steelhead Counts: The Steelhead parameter includes both hatchery and wild counts. Prior to 1995 wild steelhead data was not published on a daily basis. The Steelhead-Wild parameter is a subset of the total steelhead and may include unmarked hatchery fish.
Chinook Run Dates: Chinook runs (referring to the season when adults migrate upstream) are based on run schedules by project as reported by the U.S. Army Corps of Engineers; Yakima Klickitat Fisheries Project and Oregon Department of Fish and Wildlife.
Lamprey Counts: Historically; DART has only offered daytime counts (fish counting hours 1-16) which were identified as Lamprey but not specified as daytime counts. As of 2025-11-14; where available; DART offers up to three mutually exclusive lamprey counts: daytime fishway ladder counts (hours 1-16); nighttime fishway ladder counts (hours 17-24); and LPS (24 hour count in Lamprey Passage Systems).
'Lamprey are particularly difficult to count in conventional fishways designed to pass and enumerate Pacific Salmon (Oncorhynchus spp.). Lamprey move back and forth in the count station window; spending long periods of time in one place and are more likely to pass at night than salmonids. Further; lamprey use a variety of routes to pass over a dam including the navigation locks; the auxiliary water supply; and specific lamprey passage structures. Due to these life history traits; a variety of passage design improvements (e.g.; lamprey-specific passage structures; Washington Shore ladder redesign; Bradford Island lamprey orifices; serpentine weir rest boxes) and enumeration techniques (e.g.; lamprey optical counters) have and continue to be developed and implemented to improve lamprey passage and enumeration at dams operated and maintained by the U.S. Army Corps of Engineers. In light of the constraints to lamprey passage and enumeration due to their life history; and recognizing the changes that have occurred in the last two decades to improve both measures; it is perhaps most accurate to view the lamprey counts from 2015 as an approximation of passage for the species.' (R. Wertheimer; USACE; personal communication; January 30; 2026)
"DART Data Citation. Columbia River DART, Columbia Basin Research, University of Washington. (2026). Adult Passage Daily Counts. Available from https://www.cbr.washington.edu/dart/query/adult_daily."
